created_at,actual,arima_forecast,arima_error
2025-03-14,24.91,29.868422183346894,-4.958422183346894
2025-03-15,31.09,29.663234386383365,1.4267656136166345
2025-03-16,36.36,29.673686226670345,6.686313773329655
2025-03-17,31.38,30.4700071680939,0.9099928319060986
2025-03-18,30.200000000000003,29.915544123968292,0.28445587603171063
2025-03-19,39.825,29.12196011090475,10.703039889095251
2025-03-20,34.72,29.591627765488955,5.128372234511044
2025-03-21,37.34,29.551642476334276,7.788357523665727
2025-03-22,22.57,29.038272283921977,-6.468272283921976
2025-03-23,27.35,29.30360698234373,-1.9536069823437288
2025-03-24,31.63,30.543929589618173,1.0860704103818257
2025-03-25,28.14,30.152354316529276,-2.012354316529276
2025-03-26,34.54,29.979295838367758,4.560704161632241
2025-03-27,35.2,30.425279594474848,4.774720405525155
2025-03-28,28.74,29.28056148418709,-0.5405614841870907
2025-03-29,26.36,29.449419099100005,-3.089419099100006
2025-03-30,28.825000000000003,30.48692524702885,-1.6619252470288473
2025-03-31,24.545,29.91167595555059,-5.366675955550587
2025-04-01,31.43,30.18276000482539,1.2472399951746098
2025-04-02,27.145000000000003,30.973956778281426,-3.828956778281423
2025-04-03,42.58,29.927526460549704,12.652473539450295
2025-04-04,31.605,29.540922872495337,2.064077127504664
2025-04-05,23.13,29.611557161486093,-6.481557161486094
2025-04-06,30.98,29.873859856869952,1.1061401431300482
2025-04-07,25.38,29.82859986113242,-4.448599861132422
2025-04-08,24.16,30.189613079667073,-6.029613079667072
2025-04-09,28.275,31.195976960526007,-2.9209769605260085
2025-04-10,39.24,30.267232207334665,8.972767792665337
2025-04-11,27.535,29.585158413318744,-2.0501584133187443
2025-04-12,34.43,30.312177258100494,4.117822741899506
2025-04-13,34.85,29.85938326481572,4.9906167351842825
2025-04-14,18.97,28.6884901647149,-9.7184901647149
2025-04-15,40.08,30.444522407104138,9.63547759289586
2025-04-16,24.685,30.766432162770155,-6.081432162770156
2025-04-17,32.85,28.642893055279334,4.2071069447206675
2025-04-18,30.72,30.700149442794167,0.01985055720583162
2025-04-19,44.17,30.456639274411565,13.713360725588437
2025-04-20,32.87,28.285439338117353,4.584560661882644
2025-04-21,26.165,29.41424150090576,-3.249241500905761
2025-04-22,22.045,30.316442688975812,-8.27144268897581
2025-04-23,27.07,29.247698709143236,-2.177698709143236
2025-04-24,39.69,30.525438514447757,9.164561485552241
2025-04-25,27.97,31.207572213500637,-3.2375722135006377
2025-04-26,31.02,29.10558700870859,1.9144129912914103
2025-04-27,29.935000000000002,29.607440988794135,0.3275590112058673
2025-04-28,24.09,30.39262593700842,-6.302625937008422
2025-04-29,23.08,29.92447773134318,-6.844477731343183
2025-04-30,26.485,30.557216421647013,-4.072216421647013
2025-05-01,29.73,30.961503838404848,-1.2315038384048478
2025-05-02,34.625,30.405903171207168,4.219096828792832
2025-05-03,39.9,30.07322066137911,9.826779338620888
2025-05-04,36.36,29.57669524135966,6.783304758640341
2025-05-05,23.46,28.923427311998978,-5.463427311998977
2025-05-06,29.924999999999997,29.48960905753925,0.43539094246074583
2025-05-07,21.86,30.17068275411173,-8.310682754111731
2025-05-08,31.055,30.124869159672855,0.9301308403271449
2025-05-09,35.17,30.85782536857901,4.312174631420991
2025-05-10,34.65,30.101778419873018,4.548221580126981
2025-05-11,35.935,29.287445760928186,6.647554239071816
2025-05-12,23.84,29.669538006098513,-5.829538006098513
2025-05-13,26.58,29.575920455770063,-2.995920455770065
2025-05-14,24.28,30.07126338384596,-5.791263383845958
2025-05-15,33.73,30.622239185949496,3.1077608140505006
2025-05-16,26.990000000000002,30.546823849455343,-3.5568238494553412
2025-05-17,24.130000000000003,30.027132716561614,-5.897132716561611
2025-05-18,23.45,30.428099856542374,-6.978099856542375
2025-05-19,23.415,30.672621248014867,-7.257621248014868
2025-05-20,30.32,30.662459165412017,-0.3424591654120164
2025-05-21,26.91,30.903637687141504,-3.9936376871415042
2025-05-22,26.695,30.423309724582282,-3.7283097245822816
2025-05-23,32.019999999999996,30.29788845384859,1.7221115461514067
2025-05-24,25.045,30.273517921873477,-5.228517921873475
2025-05-25,24.84,30.159041111119542,-5.319041111119542
2025-05-26,36.68,30.62591816680302,6.054081833196978
2025-05-27,34.705,30.107363576688904,4.597636423311094
2025-05-28,42.315,29.493386286759144,12.821613713240854
2025-05-29,21.14,29.599458667292048,-8.459458667292047
2025-05-30,25.965000000000003,29.106338044482555,-3.141338044482552
2025-05-31,29.46,30.085756605916213,-0.6257566059162123
2025-06-01,37.135,30.509086112422985,6.625913887577013
2025-06-02,31.86,30.018681997418636,1.8413180025813638
2025-06-03,51.525,29.74945577395927,21.77554422604073
2025-06-04,25.205,28.88228496049941,-3.67728496049941
2025-06-05,25.240000000000002,28.398777305791118,-3.1587773057911157
2025-06-06,33.620000000000005,30.293128655797467,3.3268713442025373
2025-06-07,25.675,29.748229949587277,-4.073229949587276
2025-06-08,35.75,29.61768526847178,6.1323147315282185
2025-06-09,32.9,31.12662287089982,1.7733771291001794
2025-06-10,33.36,29.17782688704614,4.182173112953858
2025-06-11,34.565,29.00054953082177,5.5644504691782295
2025-06-12,28.57,30.406891154442825,-1.8368911544428244
2025-06-13,30.955,29.34701262976993,1.6079873702300667
2025-06-14,34.925,29.373062843121552,5.551937156878445
2025-06-15,30.24,30.32386713973382,-0.08386713973382243
2025-06-16,29.74,29.702724496955508,0.037275503044490677
2025-06-17,35.07,29.491104792835028,5.5788952071649724
2025-06-18,28.84,29.96637669235999,-1.1263766923599903
2025-06-19,29.915,29.829424742527518,0.08557525747248107
2025-06-20,27.23,29.855648173182058,-2.625648173182057
2025-06-21,29.905,30.019669928227373,-0.11466992822737154
2025-06-22,38.87,30.28198901174395,8.588010988256048
2025-06-23,20.61,29.834396018123837,-9.224396018123837
2025-06-24,34.75,29.708824774543952,5.041175225456048
2025-06-25,29.16,30.443589318823058,-1.2835893188230578
2025-06-26,37.32,29.541650703447136,7.7783492965528644
2025-06-27,37.12,29.86468838422815,7.2553116157718485
2025-06-28,25.0,29.687413159578547,-4.687413159578547
2025-06-29,25.75,29.072931179277802,-3.322931179277802
2025-06-30,26.509999999999998,30.279114954584212,-3.7691149545842144
2025-07-01,21.355,30.546051025724292,-9.191051025724292
2025-07-02,27.4,30.550475189419153,-3.1504751894191543
2025-07-03,30.5,31.049471257858443,-0.5494712578584426
2025-07-04,21.79,30.363590350117647,-8.573590350117648
2025-07-05,21.854999999999997,30.37160442242964,-8.516604422429644
2025-07-06,38.74,31.147702965449863,7.592297034550139
2025-07-07,36.08,30.155726909650003,5.924273090349995
2025-07-08,34.87,29.436948144166156,5.433051855833842
2025-07-09,34.44,30.002420407444532,4.4375795925554655
2025-07-10,34.175,28.90328799555374,5.2717120044462575
2025-07-11,43.04,28.802453569408236,14.237546430591763
2025-07-12,41.82,29.841265643978673,11.978734356021327
2025-07-13,19.95,28.50069167433537,-8.550691674335372
2025-07-14,31.02,28.705590013907308,2.3144099860926914
2025-07-15,22.810000000000002,30.618898355675142,-7.80889835567514
2025-07-16,38.485,29.962485847325972,8.522514152674027
2025-07-17,25.79,30.21130760724728,-4.421307607247282
2025-07-18,34.73,30.340201620989117,4.38979837901088
2025-07-19,26.42,29.71184089447731,-3.291840894477307
2025-07-20,27.9,29.55225547256747,-1.6522554725674716
2025-07-21,18.33,30.587572415955478,-12.25757241595548
2025-07-22,38.94,30.67271477682964,8.267285223170358
2025-07-23,23.95,30.11548128647219,-6.16548128647219
2025-07-24,38.25,30.211489265792014,8.038510734207986
2025-07-25,32.635000000000005,30.49843911417559,2.136560885824416
2025-07-26,31.950000000000003,28.883070706851758,3.0669292931482453
2025-07-27,29.45,29.513614987802487,-0.06361498780248809
2025-07-28,26.815,30.456572468611117,-3.641572468611116
2025-07-29,32.61,29.432554491124368,3.177445508875632
2025-07-30,35.48,29.996072793952866,5.483927206047131
2025-07-31,26.94,30.352282062593538,-3.412282062593537
2025-08-01,34.92,29.482444479969782,5.4375555200302195
2025-08-02,26.985,29.629335292582976,-2.6443352925829764
2025-08-03,35.695,30.02135230116328,5.673647698836721
2025-08-04,28.495,30.004276654991095,-1.509276654991094
2025-08-05,37.34,29.485143836222086,7.854856163777917
2025-08-06,31.03,29.83015949688925,1.1998405031107495
2025-08-07,28.835,29.620698613648656,-0.7856986136486555
2025-08-08,23.61,29.602702272683338,-5.9927022726833385
2025-08-09,36.215,30.253065856118145,5.961934143881859
2025-08-10,29.17,30.213054056669066,-1.0430540566690638
2025-08-11,39.75,29.764320443830314,9.985679556169686
2025-08-12,30.75,29.88650332962689,0.8634966703731095
2025-08-13,23.58,29.176980943288836,-5.5969809432888376
2025-08-14,24.384999999999998,29.778912967702762,-5.393912967702764
2025-08-15,23.935,30.72427932007804,-6.789279320078041
2025-08-16,24.02,30.458437433562416,-6.438437433562417
2025-08-17,26.96,30.961999111443205,-4.0019991114432045
2025-08-18,33.730000000000004,31.03065311618085,2.699346883819153
2025-08-19,34.775,30.0256987858149,4.749301214185099
2025-08-20,24.54,29.787986456113284,-5.247986456113285
2025-08-21,27.44,30.18187417039005,-2.741874170390048
2025-08-22,28.87,30.033703055272753,-1.1637030552727516
2025-08-23,34.24,29.978262784207512,4.26173721579249
2025-08-24,28.865000000000002,30.52176467087552,-1.6567646708755177
2025-08-25,38.97,29.94974711774792,9.02025288225208
2025-08-26,40.2,29.266355813982116,10.933644186017887
2025-08-27,28.32,29.176718274358933,-0.8567182743589328
2025-08-28,32.29,29.472411065372842,2.8175889346271568
2025-08-29,30.855,29.45514465067107,1.3998553493289307
2025-08-30,22.965,29.35384282994182,-6.388842829941819
2025-08-31,31.02,30.605357978680495,0.414642021319505
2025-09-01,24.03,30.553492232544993,-6.523492232544992
2025-09-02,30.56,29.66538878385288,0.8946112161471191
2025-09-03,18.835,30.906380256826765,-12.071380256826764
2025-09-04,36.225,30.801576395612727,5.423423604387274
2025-09-05,37.15,29.96916776528676,7.18083223471324
2025-09-06,30.57,29.80822425437211,0.7617757456278902
2025-09-07,30.34,30.02947958354335,0.31052041645665085
2025-09-08,29.63,29.407935452226567,0.22206454777343154
2025-09-09,27.66,29.36236163167187,-1.7023616316718702
2025-09-10,31.815,30.699675712523057,1.1153242874769447
2025-09-11,24.494999999999997,30.202928391018407,-5.7079283910184095
2025-09-12,36.34,29.540621048102157,6.799378951897847
2025-09-13,33.010000000000005,30.58097908493982,2.4290209150601854
2025-09-14,28.36,29.757312271319652,-1.3973122713196524
2025-09-15,39.97,29.363587224688857,10.606412775311142
2025-09-16,33.61,29.900272137609516,3.7097278623904835
2025-09-17,30.42,29.146186115478557,1.273813884521445
2025-09-18,24.94,29.504360172927132,-4.564360172927131
2025-09-19,35.41,30.053086066295663,5.356913933704334
2025-09-20,23.93,29.817262172262158,-5.887262172262158
2025-09-21,26.97,30.082003272681835,-3.112003272681836
2025-09-22,37.675,30.794745059212023,6.8802549407879745
2025-09-23,29.43,29.670208584350092,-0.24020858435009274
2025-09-24,43.29,29.507336856648408,13.782663143351591
2025-09-25,29.245,30.18086390315292,-0.9358639031529172
2025-09-26,25.33,28.566587263793846,-3.2365872637938473
2025-09-27,25.2,29.630053449119266,-4.430053449119267
2025-09-28,36.615,30.948853177250875,5.666146822749127
2025-09-29,41.59,29.709977765325533,11.88002223467447
2025-09-30,37.09,29.350364769962916,7.739635230037088
2025-10-01,24.71,29.548589941112432,-4.838589941112431
2025-10-02,27.005000000000003,28.985159020486744,-1.9801590204867416
2025-10-03,26.67,29.652266365724472,-2.9822663657244703
2025-10-04,40.995000000000005,30.780318672927574,10.21468132707243
2025-10-05,19.21,30.132592151112483,-10.922592151112482
2025-10-06,31.775,29.486550057542154,2.288449942457845
2025-10-07,37.275000000000006,30.720634290874738,6.554365709125268
2025-10-08,21.189999999999998,29.603114719401574,-8.413114719401577
2025-10-09,36.52,29.692549391865576,6.827450608134427
2025-10-10,24.89,30.905994680379788,-6.015994680379787
2025-10-11,21.845,29.207469979205865,-7.362469979205866
2025-10-12,21.25,30.51176240220129,-9.261762402201288
2025-10-13,21.32,31.68661946658483,-10.36661946658483
2025-10-14,37.59,30.39301048189605,7.196989518103955
2025-10-15,35.465,30.69646271809108,4.768537281908923
2025-10-16,31.22,30.35942333136282,0.8605766686371794
2025-10-17,31.73,29.217765869575448,2.5122341304245523
2025-10-18,29.765,29.31667804838453,0.44832195161546906
2025-10-19,34.72,30.040822273651166,4.679177726348833
2025-10-20,14.27,29.906935724428237,-15.636935724428238
2025-10-21,33.47,29.975512682319675,3.494487317680324
2025-10-22,34.75,30.988172476915263,3.7618275230847367
2025-10-23,26.270000000000003,29.830408613976502,-3.5604086139764988
2025-10-24,31.805,29.997704554017957,1.8072954459820423
2025-10-25,30.23,30.486007193970046,-0.2560071939700457
2025-10-26,36.605000000000004,29.203720654486595,7.401279345513409
2025-10-27,38.405,29.92156401586857,8.483435984131432
2025-10-28,34.305,29.86944672286469,4.435553277135309
2025-10-29,28.46,28.549733583724183,-0.08973358372418261
2025-10-30,23.13,29.444943528676223,-6.314943528676224
2025-10-31,21.62,30.538905249297265,-8.918905249297264
2025-11-01,34.135000000000005,30.351079578307687,3.7839204216923186
2025-11-02,45.99,30.516906883910753,15.473093116089249
2025-11-03,27.955,29.935315523097454,-1.980315523097456
2025-11-04,30.28,29.01561527286917,1.2643847271308317
2025-11-05,32.44,29.549856423626974,2.890143576373024
2025-11-06,25.78,29.515910122835603,-3.7359101228356018
2025-11-07,30.49,30.08560346440192,0.4043965355980781
2025-11-08,25.29,30.626368946552144,-5.336368946552145
2025-11-09,32.24,29.753698012779378,2.4863019872206245
2025-11-10,28.85,30.290697583602135,-1.4406975836021338
2025-11-11,24.74,30.468889680545267,-5.728889680545269
2025-11-12,21.58,29.968021935080312,-8.388021935080314
2025-11-13,31.005,30.56432999179368,0.4406700082063182
2025-11-14,33.61,30.885955453430334,2.724044546569665
2025-11-15,32.685,30.026292213042275,2.658707786957727
2025-11-16,39.19,29.826958771225186,9.363041228774811
2025-11-17,25.38,29.566109888427974,-4.186109888427975
2025-11-18,31.13,29.163578128628124,1.9664218713718746
2025-11-19,23.285,30.138024001978447,-6.853024001978447
2025-11-20,24.23,30.17632606624084,-5.9463260662408395
2025-11-21,33.83,30.510750225181994,3.3192497748180045
2025-11-22,40.03,30.651349753911504,9.378650246088498
2025-11-23,26.81,29.54388647374695,-2.733886473746953
2025-11-24,23.005000000000003,29.54722036509924,-6.5422203650992365
2025-11-25,32.47,30.30529654651267,2.1647034534873306
2025-11-26,34.14,29.881190889810906,4.258809110189095
2025-11-27,33.41,29.94389309270407,3.466106907295927
2025-11-28,40.56,30.307501904318222,10.25249809568178
2025-11-29,30.88,28.899185427315658,1.9808145726843414
2025-11-30,21.8,28.72703677108005,-6.927036771080051
2025-12-01,31.625,30.632515578960415,0.9924844210395847
2025-12-02,33.04,30.087828596582202,2.952171403417797
2025-12-03,39.76,29.303657666012743,10.456342333987255
2025-12-04,26.62,30.475630616417202,-3.8556306164172014
2025-12-05,34.24,29.474006474514777,4.765993525485225
2025-12-06,28.24,28.903039595531695,-0.6630395955316963
2025-12-07,21.99,30.17130647884597,-8.181306478845972
2025-12-08,30.270000000000003,30.76776118940958,-0.4977611894095766
2025-12-09,22.41,29.971552362586255,-7.561552362586255
2025-12-10,31.565,30.33422907393979,1.2307709260602095
2025-12-11,33.68000000000001,31.329134653619292,2.350865346380715
2025-12-12,40.49,29.563128113124662,10.92687188687534
2025-12-13,22.66,29.09271554664111,-6.432715546641109
2025-12-14,32.21,30.263054386635954,1.946945613364047
2025-12-15,33.7,29.83344912189205,3.8665508781079545
2025-12-16,30.17,29.05086925186998,1.1191307481300221
2025-12-17,20.659999999999997,30.536929787441316,-9.87692978744132
2025-12-18,21.869999999999997,30.590296388040684,-8.720296388040687
2025-12-19,27.75,29.798433047262698,-2.048433047262698
2025-12-20,21.12,31.171976411868563,-10.051976411868562
2025-12-21,31.92,31.533780234763654,0.3862197652363477
2025-12-22,20.725,30.126194959241918,-9.401194959241916
2025-12-23,37.28,30.20915030968333,7.07084969031667
2025-12-24,29.99,31.20313152200573,-1.2131315220057317
2025-12-25,31.97,29.39729068336217,2.5727093166378303
2025-12-26,34.105000000000004,29.526633089013025,4.578366910986979
2025-12-27,22.215,30.336176631895142,-8.121176631895143
2025-12-28,31.39,29.54706620868898,1.8429337913110189
2025-12-29,26.165,30.19027408758026,-4.025274087580261
2025-12-30,29.66,30.510006328484316,-0.8500063284843158
