arrival_ts,actual,naive_forecast,naive_error,historical_mean_forecast,historical_mean_error,moving_average_forecast,moving_average_error,ses_forecast,ses_error
2025-03-14,158.2,190.45,-32.25,178.1859589041096,-19.985958904109623,185.6357142857143,-27.43571428571431,186.92178201152802,-28.721782011528035
2025-03-15,182.65,158.2,24.450000000000017,178.1688622754491,4.481137724550905,185.53571428571428,-2.885714285714272,184.52844092491065,-1.8784409249106488
2025-03-16,204.4,182.65,21.75,178.1726923076923,26.227307692307704,183.77142857142854,20.628571428571462,184.37191338624444,20.028086613755562
2025-03-17,173.7,204.4,-30.700000000000017,178.19508966695133,-4.495089666951344,184.0142857142857,-10.314285714285717,186.04082245880107,-12.340822458801085
2025-03-18,157.2,173.7,-16.5,178.1912542662116,-20.991254266211598,183.68571428571428,-26.485714285714295,185.01248106196698,-27.81248106196699
2025-03-19,169.0,157.2,11.800000000000011,178.1733589087809,-9.173358908780898,179.48571428571427,-10.485714285714266,182.69491059855855,-13.69491059855855
2025-03-20,148.5,169.0,-20.5,178.1655451448041,-29.6655451448041,176.5142857142857,-28.014285714285705,181.55373515895923,-33.05373515895923
2025-03-21,168.5,148.5,20.0,178.14029787234043,-9.640297872340426,170.52142857142854,-2.021428571428544,178.79941920494375,-10.299419204943746
2025-03-22,247.15,168.5,78.65,178.13210034013605,69.01789965986396,171.9928571428571,75.1571428571429,177.94118474227727,69.20881525772273
2025-03-23,211.85,247.15,-35.30000000000001,178.1907391673747,33.65926083262531,181.20714285714286,30.64285714285714,183.70824686418658,28.141753135813417
2025-03-24,188.10000000000002,211.85,-23.74999999999997,178.21931239388795,9.880687606112076,182.27142857142854,5.828571428571479,186.05325505352357,2.0467449464764513
2025-03-25,195.35000000000002,188.10000000000002,7.25,178.22769296013573,17.122307039864296,184.32857142857142,11.0214285714286,186.22380710256644,9.126192897433583
2025-03-26,198.95,195.35000000000002,3.599999999999966,178.2422033898305,20.70779661016948,189.77857142857144,9.17142857142855,186.98427845552973,11.965721544470256
2025-03-27,183.5,198.95,-15.449999999999989,178.25973751058424,5.2402624894157555,194.05714285714288,-10.557142857142878,187.98136328097365,-4.481363280973653
2025-03-28,174.2,183.5,-9.300000000000011,178.26417089678512,-4.064170896785129,199.05714285714288,-24.85714285714289,187.60793830128029,-13.407938301280296
2025-03-29,199.14999999999998,174.2,24.94999999999999,178.26073541842774,20.889264581572235,199.8714285714286,-0.7214285714286177,186.49067581351386,12.659324186486117
2025-03-30,182.05,199.14999999999998,-17.099999999999966,178.2783783783784,3.7716216216216196,193.0142857142857,-10.964285714285694,187.54555746020856,-5.495557460208545
2025-03-31,177.5,182.05,-4.550000000000011,178.2815611814346,-0.7815611814345971,188.7571428571429,-11.257142857142895,187.08762126885023,-9.587621268850228
2025-04-01,167.2,177.5,-10.300000000000011,178.28090219224282,-11.080902192242831,187.24285714285716,-20.042857142857173,186.28869981277708,-19.088699812777094
2025-04-02,161.4,167.2,-5.799999999999983,178.27156697556867,-16.87156697556867,183.22142857142856,-21.821428571428555,184.69806837028204,-23.29806837028204
2025-04-03,167.5,161.4,6.099999999999994,178.25736531986533,-10.757365319865329,177.85714285714286,-10.357142857142861,182.75667684217154,-15.256676842171544
2025-04-04,160.1,167.5,-7.400000000000006,178.24831791421363,-18.148317914213635,175.57142857142858,-15.47142857142859,181.4853618688542,-21.385361868854204
2025-04-05,219.60000000000002,160.1,59.50000000000003,178.23306722689077,41.366932773109255,173.55714285714285,46.04285714285717,179.70335317620533,39.8966468237947
2025-04-06,188.85,219.60000000000002,-30.75000000000003,178.2678001679261,10.582199832073883,176.47857142857143,12.371428571428567,183.0278782360824,5.8221217639176075
2025-04-07,183.5,188.85,-5.349999999999994,178.276677852349,5.223322147651004,177.45000000000002,6.049999999999983,183.51302651912695,-0.013026519126952962
2025-04-08,182.05,183.5,-1.4499999999999886,178.2810561609388,3.7689438390612224,178.30714285714288,3.742857142857133,183.5119410397013,-1.461941039701287
2025-04-09,190.9,182.05,8.849999999999994,178.28421273031827,12.615787269681732,180.42857142857142,10.47142857142859,183.39011978379438,7.50988021620563
2025-04-10,182.1,190.9,-8.800000000000011,178.294769874477,3.8052301255229963,184.64285714285714,-2.5428571428571445,184.01590633387008,-1.9159063338700832
2025-04-11,168.25,182.1,-13.849999999999994,178.29795150501673,-10.047951505016727,186.72857142857143,-18.478571428571428,183.85625686138536,-15.606256861385361
2025-04-12,193.4,168.25,25.150000000000006,178.28955722639932,15.110442773600681,187.89285714285714,5.507142857142867,182.55581193287549,10.84418806712452
2025-04-13,206.0,193.4,12.599999999999994,178.30217028380633,27.697829716193667,184.15000000000003,21.849999999999966,183.4594411311487,22.540558868851292
2025-04-14,175.10000000000002,206.0,-30.899999999999977,178.32527105921602,-3.2252710592159985,186.6,-11.499999999999972,185.33771057955852,-10.237710579558495
2025-04-15,165.2,175.10000000000002,-9.900000000000034,178.32258333333334,-13.122583333333353,185.4,-20.200000000000017,184.484618199945,-19.284618199945015
2025-04-16,176.8,165.2,11.600000000000023,178.31165695253955,-1.5116569525395391,182.99285714285716,-6.19285714285715,182.87766118526073,-6.077661185260723
2025-04-17,179.0,176.8,2.1999999999999886,178.3103993344426,0.689600665557407,180.97857142857143,-1.9785714285714278,182.3712192026781,-3.3712192026781054
2025-04-18,163.35000000000002,179.0,-15.649999999999977,178.31097256857856,-14.96097256857854,180.53571428571428,-17.185714285714255,182.09030078938034,-18.740300789380314
2025-04-19,192.10000000000002,163.35000000000002,28.75,178.2985465116279,13.801453488372118,179.83571428571432,12.264285714285705,180.52870089154706,11.571299108452962
2025-04-20,194.35,192.10000000000002,2.2499999999999716,178.31,16.039999999999992,179.65,14.699999999999989,181.49291911347646,12.857080886523534
2025-04-21,153.55,194.35,-40.79999999999998,178.32330016583748,-24.77330016583747,177.9857142857143,-24.435714285714283,182.56427951609106,-29.01427951609105
2025-04-22,160.65,153.55,7.099999999999994,178.30277547638775,-17.652775476387745,174.90714285714287,-14.257142857142867,180.146565070776,-19.496565070776
2025-04-23,187.1,160.65,26.44999999999999,178.28816225165562,8.811837748344374,174.25714285714284,12.842857142857156,178.52194685547624,8.57805314452375
2025-04-24,154.89999999999998,187.1,-32.20000000000002,178.29545078577337,-23.39545078577339,175.72857142857146,-20.82857142857148,179.2367425817907,-24.33674258179073
2025-04-25,156.55,154.89999999999998,1.650000000000034,178.27611570247933,-21.72611570247932,172.28571428571428,-15.735714285714266,177.20879995928726,-20.65879995928725
2025-04-26,191.4,156.55,34.849999999999994,178.2581750619323,13.141824938067714,171.3142857142857,20.085714285714317,175.4873345320054,15.9126654679946
2025-04-27,184.75,191.4,-6.650000000000006,178.26901815181517,6.480981848184825,171.21428571428572,13.535714285714278,176.81331200954713,7.936687990452867
2025-04-28,165.1,184.75,-19.650000000000006,178.27436108821104,-13.174361088211043,169.84285714285716,-4.7428571428571615,177.47466378262268,-12.37466378262269
2025-04-29,168.8,165.1,3.700000000000017,178.26350906095553,-9.463509060955516,171.49285714285716,-2.69285714285715,176.44350244130553,-7.643502441305515
2025-04-30,175.60000000000002,168.8,6.800000000000011,178.25572016460907,-2.6557201646090505,172.65714285714284,2.9428571428571786,175.80658136060467,-0.20658136060464471
2025-05-01,173.95,175.60000000000002,-1.650000000000034,178.2535361842105,-4.303536184210515,171.01428571428573,2.935714285714255,175.78936725954833,-1.8393672595483395
2025-05-02,144.0,173.95,-29.94999999999999,178.25,-34.25,173.7357142857143,-29.735714285714295,175.63609566818644,-31.636095668186442
2025-05-03,168.7,144.0,24.69999999999999,178.2218801313629,-9.521880131362906,171.94285714285712,-3.242857142857133,172.9999093914283,-4.299909391428315
2025-05-04,163.0,168.7,-5.699999999999989,178.21406890894175,-15.214068908941755,168.70000000000002,-5.700000000000017,172.64160468000384,-9.641604680003837
2025-05-05,173.3,163.0,10.300000000000011,178.20159836065574,-4.901598360655726,165.59285714285716,7.7071428571428555,171.83818487087385,1.4618151291261654
2025-05-06,150.4,173.3,-22.900000000000006,178.19758394758395,-27.797583947583945,166.7642857142857,-16.3642857142857,171.95999563484983,-21.559995634849827
2025-05-07,171.25,150.4,20.849999999999994,178.1748363338789,-6.924836333878886,164.1357142857143,7.1142857142857,170.16343498413997,1.0865650158600317
2025-05-08,168.35000000000002,171.25,-2.8999999999999773,178.16917416189696,-9.819174161896939,163.5142857142857,4.835714285714317,170.25397674421237,-1.9039767442123434
2025-05-09,141.1,168.35000000000002,-27.25000000000003,178.1611519607843,-37.061151960784315,162.71428571428572,-21.614285714285728,170.0953213457396,-28.995321345739598
2025-05-10,182.5,141.1,41.400000000000006,178.13089795918367,4.36910204081633,162.29999999999998,20.200000000000017,167.67918665505155,14.820813344948448
2025-05-11,181.4,182.5,-1.0999999999999943,178.1344616639478,3.2655383360522023,164.27142857142857,17.128571428571433,168.91418180616424,12.485818193835769
2025-05-12,155.8,181.4,-25.599999999999994,178.13712306438467,-22.337123064384656,166.9,-11.099999999999994,169.95460547038354,-14.15460547038353
2025-05-13,143.85,155.8,-11.950000000000017,178.1189332247557,-34.2689332247557,164.4,-20.55000000000001,168.77512437747882,-24.925124377478824
2025-05-14,170.35,143.85,26.5,178.09104963384866,-7.741049633848661,163.46428571428572,6.885714285714272,166.69815282196302,3.6518471780369737
2025-05-15,149.05,170.35,-21.299999999999983,178.08475609756098,-29.034756097560972,163.33571428571432,-14.285714285714306,167.00245552469002,-17.95245552469001
2025-05-16,156.4,149.05,7.349999999999994,178.06116978066612,-21.661169780666114,160.57857142857142,-4.178571428571416,165.50650553817226,-9.106505538172257
2025-05-17,177.0,156.4,20.599999999999994,178.04358766233767,-1.0435876623376714,162.7642857142857,14.235714285714295,164.74767470200518,12.252325297994815
2025-05-18,159.2,177.0,-17.80000000000001,178.04274128142742,-18.842741281427436,161.97857142857143,-2.778571428571439,165.76864176910857,-6.568641769108581
2025-05-19,167.5,159.2,8.300000000000011,178.02747163695298,-10.527471636952981,158.80714285714288,8.692857142857122,165.22128714386392,2.2787128561360817
2025-05-20,158.14999999999998,167.5,-9.350000000000023,178.01894736842104,-19.86894736842106,160.47857142857143,-2.3285714285714505,165.41116871531395,-7.261168715313971
2025-05-21,184.4,158.14999999999998,26.25000000000003,178.00287216828477,6.397127831715238,162.52142857142857,21.878571428571433,164.80610690486478,19.59389309513523
