actual_start,actual,naive_forecast,naive_error,historical_mean_forecast,historical_mean_error,moving_average_forecast,moving_average_error,ses_forecast,ses_error
2025-03-14,62.4,59.7,2.6999999999999957,55.02589897260274,7.374101027397259,62.51428571428571,-0.11428571428571388,59.700000008940705,2.6999999910592933
2025-03-15,58.4,62.4,-4.0,55.032207014542344,3.3677929854576547,62.028571428571425,-3.6285714285714263,62.39999995976686,-3.9999999597668605
2025-03-16,54.8,58.4,-3.6000000000000014,55.03508547008547,-0.23508547008547254,60.728571428571435,-5.928571428571438,58.40000005960464,-3.600000059604646
2025-03-17,54.8,54.8,0.0,55.03488471391972,-0.2348847139197261,59.357142857142854,-4.557142857142857,54.800000053644176,-5.364417887676609e-08
2025-03-18,57.25,54.8,2.450000000000003,55.0346843003413,2.215315699658703,58.614285714285714,-1.3642857142857139,54.8,2.450000000000003
2025-03-19,53.849999999999994,57.25,-3.4000000000000057,55.036572890025575,-1.1865728900255803,58.23571428571429,-4.385714285714293,57.24999996349216,-3.3999999634921636
2025-03-20,53.7,53.849999999999994,-0.14999999999999147,55.03556218057922,-1.3355621805792168,57.31428571428571,-3.6142857142857068,53.850000050663944,-0.15000005066394095
2025-03-21,56.0,53.7,2.299999999999997,55.03442553191489,0.9655744680851086,56.457142857142856,-0.4571428571428555,53.70000000223518,2.2999999977648216
2025-03-22,52.650000000000006,56.0,-3.3499999999999943,55.03524659863945,-2.3852465986394478,55.54285714285714,-2.8928571428571317,55.999999965727326,-3.3499999657273207
2025-03-23,50.6,52.650000000000006,-2.0500000000000043,55.03322005097706,-4.433220050977056,54.721428571428575,-4.121428571428574,52.650000049918894,-2.050000049918893
2025-03-24,52.95,50.6,2.3500000000000014,55.029456706281834,-2.0794567062818317,54.121428571428574,-1.1714285714285708,50.600000030547385,2.349999969452618
2025-03-25,51.8,52.95,-1.1500000000000057,55.02769296013571,-3.2276929601357125,53.857142857142854,-2.057142857142857,52.949999964982275,-1.1499999649822783
2025-03-26,52.3,51.8,0.5,55.02495762711864,-2.7249576271186413,53.07857142857142,-0.7785714285714249,51.80000001713633,0.4999999828636703
2025-03-27,53.5,52.3,1.2000000000000028,55.02265029635902,-1.5226502963590178,52.857142857142854,0.6428571428571459,52.29999999254942,1.2000000074505834
2025-03-28,53.55,53.5,0.04999999999999716,55.021362098138745,-1.4713620981387479,52.82857142857143,0.721428571428568,53.49999998211861,0.05000001788138775
2025-03-29,52.1,53.55,-1.4499999999999957,55.02011834319527,-2.92011834319527,52.478571428571435,-0.37857142857143344,53.549999999254936,-1.4499999992549348
2025-03-30,50.099999999999994,52.1,-2.000000000000007,55.017652027027026,-4.917652027027032,52.4,-2.3000000000000043,52.10000002160669,-2.000000021606695
2025-03-31,52.8,50.099999999999994,2.700000000000003,55.01350210970464,-2.213502109704642,52.32857142857143,0.471428571428568,50.10000002980232,2.6999999701976805
2025-04-01,56.3,52.8,3.5,55.01163575042159,1.2883642495784073,52.30714285714286,3.99285714285714,52.79999995976686,3.5000000402331395
2025-04-02,56.8,56.3,0.5,55.01272114574557,1.7872788542544242,52.95,3.8499999999999943,56.29999994784593,0.5000000521540642
2025-04-03,55.9,56.8,-0.8999999999999986,55.01422558922559,0.8857744107744097,53.59285714285714,2.307142857142857,56.79999999254941,-0.8999999925494109
2025-04-04,56.5,55.9,0.6000000000000014,55.01497056349874,1.4850294365012573,53.93571428571429,2.5642857142857096,55.900000013411045,0.5999999865889549
2025-04-05,58.1,56.5,1.6000000000000014,55.01621848739496,3.083781512605043,54.357142857142854,3.7428571428571473,56.499999991059305,1.6000000089406967
2025-04-06,59.5,58.1,1.3999999999999986,55.018807724601174,4.481192275398826,55.21428571428571,4.285714285714292,58.099999976158145,1.400000023841855
2025-04-07,56.35,59.5,-3.1499999999999986,55.02256711409395,1.327432885906049,56.55714285714286,-0.20714285714285552,59.49999997913837,-3.1499999791383715
2025-04-08,54.5,56.35,-1.8500000000000014,55.023679798826485,-0.5236797988264854,57.06428571428571,-2.5642857142857096,56.35000004693866,-1.8500000469386606
